,you,to,the,in,is,and,me,my,your,it,for,call,that,of,have,are,now,on,ok,so,not,can,no,at,or,but,do,ur,will,just,we,get,with,how,be,what,this,if,up,ll,when,gt,lt,go,then,got,from,out,good,free,am,all,come,like,there,know,its,he,lor,time,only,was,home,da,going,sorry,day,want,still,send,love,text,later,today,one,see,as,need,txt,by,about,back,dont,take,she,oh,i_,dear,where,don,well,please,wat,new,did,any,hey,stop,here,pls,tell,some,reply,hi,phone,yes,too,our,mobile,been,think,great,they,re,much,week,yeah,her,him,already,an,claim,msg,night,right,hope,had,work,who,lol,more,way,message,has,should,ve,happy,number,after,doing,www,ask,tomorrow,why,cash,give,make,say,babe,meet,anything,im,also,thanks,won,really,prize,pick,said,them,very,min,morning,care,something,again,cos,over,last,miss,win,buy,sure,urgent,sent,com,amp,wait,next,uk,nice,cant,before,first,find,life,keep,let,soon,thing,us,were,late,off,tonight,every,gonna,around,which,150p,would,his,place,customer,could,contact,50,service,per,money,feel,someone,always,even,label
10,0,0.13510531358017328,0,0,0,0.18112081358914392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2306650382484482,0,0.23742885646931508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2773766672201406,0,0,0,0,0.2697286896197,0,0,0,0,0,0.27963896531513877,0,0,0,0,0,0,0.2827910489490439,0,0,0,0,0,0,0,0,0.28917590328403014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3136456824378023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3388972783208844,0,0,0,0,0,0.3419963631088518,0,0.34306512323084687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
11,0,0.4318325917032655,0,0,0,0.1929701314009655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2627123470128048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2801293770195744,0,0,0.28498141063196863,0,0,0,0,0,0,0,0,0.2955232524653402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30857407433325645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3441391924617506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352058261277127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3502138437608913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
12,0.13830171923125553,0.1348118589779255,0.16490715345864798,0.17980876221305475,0,0,0,0,0,0,0,0,0,0,0.20570580197741914,0,0,0,0,0,0,0,0.23227261026255638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2567786910406658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27677419306575735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2854921452326448,0,0,0,0,0,0,0,0.30145236158351574,0,0,0,0,0,0.30256727741271927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30724143893747224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31035473097603467,0,0.3178170265474188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32972241731989776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
13,0.22094498077863145,0.1076848637752792,0.13172434895858323,0,0,0.28872247317853694,0,0.15717490361357428,0.15913436757079136,0,0.46961636973177945,0,0,0,0.16431344713783727,0,0,0,0,0,0,0,0,0.18090511383884397,0,0,0,0,0.18440517866007758,0,0,0,0,0,0,0,0.1892412177411988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19910432161138783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22942490332102894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4691709368082644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25272640125405277,0,0,0,0,0,0,0,0,0,0,0.2499893726753889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46780104292970875,0,0,0.47905060971657737,0,0,0,0,0,0,0,0,0,0,0.5250022831452053,0,0,0,0.5254001334757863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
15,0,0.15749601055598525,0.38531059476204493,0.21006432910477835,0,0,0,0,0.23274420523066133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260702130199513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3233456727263624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34482253677668995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3640848405755157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38520324333827893,0,0,0.3950619550736416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7145274409356,0,0,0,0,0,0,0,0,0,0,0,0,0.6996074157340121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33415488387561726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3797624601129396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4104668159691529,0,0,0,0,0,0,0,0,0,0,0.42187763074089113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4251993235831346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4656852803815935,0,0,0,0,0,0,0,0,0,0,0,0,ham
18,0,0,0.3859108542824339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2709468830392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30663916190988655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7233241944678515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40054354719427426,0,0,0,ham
19,0,0.4141603381788199,0.2533085848765112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36692419608027316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42514395346352185,0,0,0,0.4446141811733888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5012419158163391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
20,0.2666646785073013,0,0,0,0.3555141576409701,0,0,0,0,0,0,0,0.4028229058351116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4664816349067647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6500986261965931,0,0,0,0,0,0,0,0,0,0,0,0,ham
21,0,0.3003572351922708,0,0,0,0,0,0,0,0,0.43662179148972596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5838753179354487,0,0,0,0.6150093947003866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
22,0,0,0,0,0.2607197397220629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30823458167673035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3485471617351878,0,0,0,0.3619660517928507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40928688273495006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43705935692590925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47536878265015375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
23,0,0,0,0,0,0,0,0.2448214460358987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2972068121720233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3092569932960477,0.3184972840405779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7083182752228261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391069537935467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
24,0.21057516481923017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33408051088460894,0.35365318277241636,0,0,0,0,0,0,0,0,0,0.3517670079253353,0,0,0,0,0,0.3677280518440022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47061423969380856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4884015028059016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
25,0,0.18122654610544384,0,0,0.24786357023474678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2969335777202114,0,0,0,0,0,0,0,0,0.30802618393504355,0,0,0,0,0,0,0.3184805279931904,0,0,0,0.3313601954150792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36961924049982714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375562135474454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4282145037149938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
